Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,item_price,TotalSalesPerCountry
2061,ES-2016-3534614,2016-11-20,2016-11-25,Standard Class,MC-18130,Mike Caudle,Corporate,Argenteuil,Ile-de-France,France,Central,OFF-AR-10002255,Office Supplies,Art,"Boston Sketch Pad, Water Color",414.24,8,0.0,12.24,51.78,858931.083
2062,ES-2016-3534614,2016-11-20,2016-11-25,Standard Class,MC-18130,Mike Caudle,Corporate,Argenteuil,Ile-de-France,France,Central,OFF-ST-10001858,Office Supplies,Storage,"Tenex Shelving, Single Width",98.442,2,0.1,16.362,49.221,858931.083
9294,ES-2016-3534614,2016-02-10,2016-02-14,Standard Class,CC-12100,Chad Cunningham,Home Office,Reims,Alsace-Champagne-Ardenne-Lorraine,France,Central,OFF-FA-10002715,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",18.66,2,0.5,-0.78,9.33,858931.083
3142,ES-2016-3536212,2016-08-30,2016-09-04,Standard Class,DM-12955,Dario Medina,Corporate,Duisburg,North Rhine-Westphalia,Germany,Central,OFF-FA-10004997,Office Supplies,Fasteners,"Accos Paper Clips, Bulk Pack",42.48,3,0.0,15.66,14.159999999999998,628840.0305
4393,ES-2016-3539223,2016-10-03,2016-10-08,Standard Class,SL-20155,Sara Luxemburg,Home Office,Les Ulis,Ile-de-France,France,Central,TEC-AC-10004520,Technology,Accessories,"Memorex Flash Drive, Bluetooth",88.2,3,0.0,18.45,29.400000000000002,858931.083
2443,ES-2016-3540273,2016-11-25,2016-11-30,Standard Class,JH-15820,John Huston,Consumer,El Ejido,Andalusía,Spain,South,OFF-FA-10004824,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",64.56,4,0.0,10.92,16.14,287146.68
2444,ES-2016-3540273,2016-11-25,2016-11-30,Standard Class,JH-15820,John Huston,Consumer,El Ejido,Andalusía,Spain,South,FUR-CH-10000966,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",118.8,2,0.2,-10.44,59.4,287146.68
2445,ES-2016-3540273,2016-11-25,2016-11-30,Standard Class,JH-15820,John Huston,Consumer,El Ejido,Andalusía,Spain,South,OFF-AR-10002156,Office Supplies,Art,"Stanley Highlighters, Blue",73.5,5,0.0,14.7,14.7,287146.68
2446,ES-2016-3540273,2016-11-25,2016-11-30,Standard Class,JH-15820,John Huston,Consumer,El Ejido,Andalusía,Spain,South,OFF-AP-10004755,Office Supplies,Appliances,"KitchenAid Microwave, Black",1239.0,4,0.0,0.0,309.75,287146.68
2447,ES-2016-3540273,2016-11-25,2016-11-30,Standard Class,JH-15820,John Huston,Consumer,El Ejido,Andalusía,Spain,South,OFF-AR-10002852,Office Supplies,Art,"Stanley Pens, Fluorescent",22.62,2,0.0,1.98,11.31,287146.68
4143,ES-2016-3549220,2016-11-06,2016-11-10,Standard Class,MZ-17515,Mary Zewe,Corporate,Barcelona,Catalonia,Spain,South,OFF-AP-10003182,Office Supplies,Appliances,"Breville Toaster, Silver",309.84,4,0.0,12.36,77.46,287146.68
8417,ES-2016-3549312,2016-11-20,2016-11-27,Standard Class,GT-14755,Guy Thornton,Consumer,Angers,Pays de la Loire,France,Central,OFF-LA-10001833,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical",55.95,5,0.0,25.05,11.190000000000001,858931.083
8418,ES-2016-3549312,2016-11-20,2016-11-27,Standard Class,GT-14755,Guy Thornton,Consumer,Angers,Pays de la Loire,France,Central,OFF-BI-10001808,Office Supplies,Binders,"Cardinal Binding Machine, Clear",147.69,3,0.0,59.04,49.23,858931.083
1235,ES-2016-3565069,2016-12-28,2017-01-01,Standard Class,RB-19330,Randy Bradley,Consumer,Marbella,Andalusía,Spain,South,TEC-CO-10002550,Technology,Copiers,"Sharp Ink, Digital",372.15,3,0.0,178.56,124.05,287146.68
9233,ES-2016-3566481,2016-04-10,2016-04-16,Standard Class,VP-21730,Victor Preis,Home Office,Berlin,Berlin,Germany,Central,TEC-PH-10000641,Technology,Phones,"Motorola Headset, Full Size",948.051,13,0.1,126.321,72.927,628840.0305
960,ES-2016-3569748,2016-06-22,2016-06-26,Standard Class,PB-18805,Patrick Bzostek,Home Office,Torrevieja,Valenciana,Spain,South,OFF-SU-10001983,Office Supplies,Supplies,"Stiletto Box Cutter, Steel",212.22,6,0.0,14.76,35.37,287146.68
4488,ES-2016-3596491,2016-09-08,2016-09-10,First Class,JM-15265,Janet Molinari,Corporate,Schiltigheim,Alsace-Champagne-Ardenne-Lorraine,France,Central,OFF-BI-10003708,Office Supplies,Binders,"Cardinal Binder, Recycled",184.47,13,0.0,38.61,14.19,858931.083
1447,ES-2016-3603495,2016-06-26,2016-06-30,Standard Class,TN-21040,Tanja Norvell,Home Office,Modica,Sicily,Italy,South,OFF-BI-10003068,Office Supplies,Binders,"Ibico Binding Machine, Durable",370.44,7,0.0,170.31,52.92,289709.658
3007,ES-2016-3603495,2016-08-16,2016-08-19,First Class,SS-20410,Shahid Shariari,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-BI-10001621,Office Supplies,Binders,"Cardinal Binding Machine, Economy",149.31,3,0.0,41.76,49.77,858931.083
3008,ES-2016-3603495,2016-08-16,2016-08-19,First Class,SS-20410,Shahid Shariari,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-BI-10003708,Office Supplies,Binders,"Avery Binder, Economy",77.4,6,0.0,30.06,12.9,858931.083
3009,ES-2016-3603495,2016-08-16,2016-08-19,First Class,SS-20410,Shahid Shariari,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-BI-10001622,Office Supplies,Binders,"Acco 3-Hole Punch, Durable",63.24,2,0.0,25.92,31.62,858931.083
3010,ES-2016-3603495,2016-08-16,2016-08-19,First Class,SS-20410,Shahid Shariari,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,FUR-CH-10003365,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",1255.5,3,0.1,432.45,418.5,858931.083
5109,ES-2016-3605781,2016-07-05,2016-07-10,Second Class,DJ-13420,Denny Joy,Corporate,Berlin,Berlin,Germany,Central,OFF-FA-10004709,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",29.322,2,0.1,8.142,14.661,628840.0305
5110,ES-2016-3605781,2016-07-05,2016-07-10,Second Class,DJ-13420,Denny Joy,Corporate,Berlin,Berlin,Germany,Central,OFF-EN-10003271,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint",56.943,3,0.1,13.203,18.980999999999998,628840.0305
9002,ES-2016-3610099,2016-10-18,2016-10-25,Standard Class,NS-18640,Noel Staavos,Corporate,Hazebrouck,Hauts-de-France,France,Central,OFF-AR-10003651,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",54.18,2,0.0,27.06,27.09,858931.083
9003,ES-2016-3610099,2016-10-18,2016-10-25,Standard Class,NS-18640,Noel Staavos,Corporate,Hazebrouck,Hauts-de-France,France,Central,OFF-EN-10000069,Office Supplies,Envelopes,"Ames Mailers, Security-Tint",114.75,3,0.0,10.26,38.25,858931.083
1749,ES-2016-3625782,2016-12-21,2016-12-21,Same Day,JD-15790,John Dryer,Consumer,Duisburg,North Rhine-Westphalia,Germany,Central,OFF-AR-10002902,Office Supplies,Art,"Sanford Canvas, Water Color",161.1,3,0.0,0.0,53.699999999999996,628840.0305
8737,ES-2016-3631542,2016-10-05,2016-10-11,Standard Class,RD-19480,Rick Duston,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-EN-10000274,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled",76.2,5,0.0,22.8,15.24,858931.083
8738,ES-2016-3631542,2016-10-05,2016-10-11,Standard Class,RD-19480,Rick Duston,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,FUR-TA-10003179,Furniture,Tables,"Chromcraft Round Table, Adjustable Height",915.1155,3,0.35,-98.5545,305.0385,858931.083
1600,ES-2016-3637663,2016-06-07,2016-06-12,Second Class,AG-10495,Andrew Gjertsen,Corporate,Guyancourt,Ile-de-France,France,Central,OFF-FA-10002248,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",57.75,7,0.0,24.78,8.25,858931.083
1601,ES-2016-3637663,2016-06-07,2016-06-12,Second Class,AG-10495,Andrew Gjertsen,Corporate,Guyancourt,Ile-de-France,France,Central,OFF-LA-10003969,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",20.94,2,0.0,7.08,10.47,858931.083
6211,ES-2016-3640830,2016-01-19,2016-01-19,Same Day,GZ-14545,George Zrebassa,Corporate,Dijon,Bourgogne-Franche-Comté,France,Central,FUR-FU-10001366,Furniture,Furnishings,"Advantus Photo Frame, Duo Pack",53.04,1,0.0,20.13,53.04,858931.083
4699,ES-2016-3658529,2016-06-08,2016-06-09,First Class,KD-16495,Keith Dawkins,Corporate,Munich,Bavaria,Germany,Central,TEC-PH-10002565,Technology,Phones,"Apple Audio Dock, with Caller ID",500.67,3,0.0,75.06,166.89000000000001,628840.0305
9874,ES-2016-3661014,2016-11-07,2016-11-08,First Class,RA-19945,Ryan Akin,Consumer,Bari,Apulia,Italy,South,OFF-AP-10001510,Office Supplies,Appliances,"Cuisinart Microwave, Silver",837.63,3,0.0,0.0,279.21,289709.658
9875,ES-2016-3661014,2016-11-07,2016-11-08,First Class,RA-19945,Ryan Akin,Consumer,Bari,Apulia,Italy,South,TEC-PH-10003995,Technology,Phones,"Nokia Audio Dock, VoIP",200.196,2,0.4,-40.044,100.098,289709.658
9876,ES-2016-3661014,2016-11-07,2016-11-08,First Class,RA-19945,Ryan Akin,Consumer,Bari,Apulia,Italy,South,OFF-AR-10004492,Office Supplies,Art,"BIC Canvas, Blue",375.9,7,0.0,30.03,53.699999999999996,289709.658
7726,ES-2016-3667418,2016-05-01,2016-05-06,Standard Class,BD-11770,Bryan Davis,Consumer,Oberhausen,North Rhine-Westphalia,Germany,Central,FUR-CH-10004774,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",1242.54,3,0.1,345.15,414.18,628840.0305
7727,ES-2016-3667418,2016-05-01,2016-05-06,Standard Class,BD-11770,Bryan Davis,Consumer,Oberhausen,North Rhine-Westphalia,Germany,Central,OFF-FA-10000154,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack",72.15,5,0.0,35.25,14.430000000000001,628840.0305
7728,ES-2016-3667418,2016-05-01,2016-05-06,Standard Class,BD-11770,Bryan Davis,Consumer,Oberhausen,North Rhine-Westphalia,Germany,Central,OFF-AR-10003377,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",60.42,2,0.0,9.66,30.21,628840.0305
3986,ES-2016-3675354,2016-12-19,2016-12-23,Standard Class,MP-18175,Mike Pelletier,Home Office,Cártama,Andalusía,Spain,South,FUR-CH-10004592,Furniture,Chairs,"Hon Rocking Chair, Set of Two",318.888,3,0.2,35.838,106.29599999999999,287146.68
8540,ES-2016-3676966,2016-10-28,2016-11-02,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Bremen,Bremen,Germany,Central,OFF-EN-10004667,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50",140.76,3,0.0,30.96,46.919999999999995,628840.0305
8541,ES-2016-3676966,2016-10-28,2016-11-02,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Bremen,Bremen,Germany,Central,OFF-BI-10001843,Office Supplies,Binders,"Wilson Jones Index Tab, Durable",15.9,2,0.0,0.3,7.95,628840.0305
7545,ES-2016-3679676,2016-11-20,2016-11-24,Standard Class,EM-14200,Evan Minnotte,Home Office,Munich,Bavaria,Germany,Central,TEC-CO-10000405,Technology,Copiers,"Canon Fax Machine, Digital",636.06,2,0.0,146.28,318.03,628840.0305
7546,ES-2016-3679676,2016-11-20,2016-11-24,Standard Class,EM-14200,Evan Minnotte,Home Office,Munich,Bavaria,Germany,Central,OFF-AR-10000823,Office Supplies,Art,"Stanley Pens, Water Color",26.46,2,0.0,8.46,13.23,628840.0305
7547,ES-2016-3679676,2016-11-20,2016-11-24,Standard Class,EM-14200,Evan Minnotte,Home Office,Munich,Bavaria,Germany,Central,OFF-FA-10000799,Office Supplies,Fasteners,"OIC Push Pins, Bulk Pack",14.91,1,0.0,3.12,14.91,628840.0305
7548,ES-2016-3679676,2016-11-20,2016-11-24,Standard Class,EM-14200,Evan Minnotte,Home Office,Munich,Bavaria,Germany,Central,TEC-AC-10002738,Technology,Accessories,"Belkin Memory Card, Programmable",348.93,3,0.0,104.67,116.31,628840.0305
6736,ES-2016-3699074,2016-06-29,2016-06-29,Same Day,TR-21325,Toby Ritter,Consumer,Munich,Bavaria,Germany,Central,TEC-PH-10004882,Technology,Phones,"Nokia Office Telephone, VoIP",195.66,3,0.0,72.36,65.22,628840.0305
6185,ES-2016-3704890,2016-09-20,2016-09-23,Second Class,AA-10645,Anna Andreadi,Consumer,Talence,Aquitaine-Limousin-Poitou-Charentes,France,Central,OFF-AR-10002116,Office Supplies,Art,"BIC Pens, Fluorescent",31.08,2,0.0,10.2,15.54,858931.083
6186,ES-2016-3704890,2016-09-20,2016-09-23,Second Class,AA-10645,Anna Andreadi,Consumer,Talence,Aquitaine-Limousin-Poitou-Charentes,France,Central,FUR-FU-10000295,Furniture,Furnishings,"Advantus Light Bulb, Durable",51.3,3,0.0,12.24,17.099999999999998,858931.083
6187,ES-2016-3704890,2016-09-20,2016-09-23,Second Class,AA-10645,Anna Andreadi,Consumer,Talence,Aquitaine-Limousin-Poitou-Charentes,France,Central,OFF-ST-10002900,Office Supplies,Storage,"Smead Lockers, Wire Frame",355.482,2,0.1,-3.978,177.741,858931.083
4684,ES-2016-3710236,2016-04-10,2016-04-14,Standard Class,AJ-10960,Astrea Jones,Consumer,Milan,Lombardy,Italy,South,TEC-CO-10003516,Technology,Copiers,"Sharp Ink, High-Speed",367.83,3,0.0,29.34,122.61,289709.658
4685,ES-2016-3710236,2016-04-10,2016-04-14,Standard Class,AJ-10960,Astrea Jones,Consumer,Milan,Lombardy,Italy,South,OFF-EN-10004051,Office Supplies,Envelopes,"Ames Manila Envelope, Set of 50",98.76,4,0.0,7.8,24.69,289709.658
3283,ES-2016-3714969,2016-10-16,2016-10-23,Standard Class,YC-21895,Yoseph Carroll,Corporate,Agde,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-AR-10001898,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",53.34,2,0.0,2.1,26.67,858931.083
4867,ES-2016-3715659,2016-06-07,2016-06-12,Second Class,RP-19270,Rachel Payne,Corporate,Berlin,Berlin,Germany,Central,OFF-LA-10003283,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",37.125,5,0.1,1.575,7.425,628840.0305
3517,ES-2016-3748239,2016-03-18,2016-03-23,Second Class,RD-19585,Rob Dowd,Consumer,Espoo,Uusimaa,Finland,North,OFF-BI-10003774,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",60.6,2,0.0,27.84,30.3,20704.35
3518,ES-2016-3748239,2016-03-18,2016-03-23,Second Class,RD-19585,Rob Dowd,Consumer,Espoo,Uusimaa,Finland,North,OFF-EN-10003271,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint",42.18,2,0.0,13.02,21.09,20704.35
5313,ES-2016-3750420,2016-12-04,2016-12-09,Standard Class,MG-17680,Maureen Gastineau,Home Office,Vienna,Vienna,Austria,Central,TEC-AC-10001100,Technology,Accessories,"Logitech Router, Bluetooth",1236.6,5,0.0,98.85,247.32,81162.0
7004,ES-2016-3757629,2016-01-28,2016-02-01,Standard Class,AG-10900,Arthur Gainer,Consumer,Marbella,Andalusía,Spain,South,OFF-BI-10002718,Office Supplies,Binders,"Avery Binder, Durable",43.2,3,0.0,2.16,14.4,287146.68
4447,ES-2016-3761154,2016-07-26,2016-07-31,Standard Class,ON-18715,Odella Nelson,Corporate,Abbeville,Hauts-de-France,France,Central,OFF-SU-10000429,Office Supplies,Supplies,"Elite Ruler, Easy Grip",46.26,3,0.0,3.15,15.42,858931.083
4499,ES-2016-3761208,2016-08-07,2016-08-11,Standard Class,AZ-10750,Annie Zypern,Consumer,Annemasse,Auvergne-Rhône-Alpes,France,Central,TEC-AC-10001942,Technology,Accessories,"Memorex Flash Drive, Programmable",154.5,5,0.0,50.85,30.9,858931.083
2692,ES-2016-3770269,2016-04-04,2016-04-09,Standard Class,CL-12700,Craig Leslie,Home Office,Lons-le-Saunier,Bourgogne-Franche-Comté,France,Central,OFF-EN-10003511,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Security-Tint",48.84,1,0.0,6.81,48.84,858931.083
7015,ES-2016-3770269,2016-08-23,2016-08-27,Standard Class,DK-13225,Dean Katz,Corporate,Lingolsheim,Alsace-Champagne-Ardenne-Lorraine,France,Central,OFF-ST-10001562,Office Supplies,Storage,"Fellowes Box, Industrial",163.296,9,0.1,-9.234,18.144,858931.083
4834,ES-2016-3770443,2016-04-11,2016-04-17,Standard Class,TB-21625,Trudy Brown,Consumer,Augsburg,Bavaria,Germany,Central,OFF-FA-10004359,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",35.64,3,0.0,8.91,11.88,628840.0305
4835,ES-2016-3770443,2016-04-11,2016-04-17,Standard Class,TB-21625,Trudy Brown,Consumer,Augsburg,Bavaria,Germany,Central,OFF-BI-10002047,Office Supplies,Binders,"Acco Index Tab, Durable",26.82,3,0.0,5.85,8.94,628840.0305
2159,ES-2016-3774101,2016-09-13,2016-09-16,Second Class,CS-11845,Cari Sayre,Corporate,Calais,Hauts-de-France,France,Central,OFF-AR-10000475,Office Supplies,Art,"Sanford Canvas, Blue",50.52,1,0.0,14.64,50.52,858931.083
7273,ES-2016-3777672,2016-09-13,2016-09-18,Standard Class,HM-14860,Harry Marie,Corporate,Sant Boi de Llobregat,Catalonia,Spain,South,OFF-AR-10000316,Office Supplies,Art,"Stanley Pens, Blue",30.15,3,0.0,14.76,10.049999999999999,287146.68
7274,ES-2016-3777672,2016-09-13,2016-09-18,Standard Class,HM-14860,Harry Marie,Corporate,Sant Boi de Llobregat,Catalonia,Spain,South,TEC-PH-10003963,Technology,Phones,"Apple Signal Booster, Full Size",496.584,4,0.1,-27.696,124.146,287146.68
4622,ES-2016-3778678,2016-08-02,2016-08-04,First Class,EB-13930,Eric Barreto,Consumer,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10002225,Office Supplies,Binders,"Cardinal Binding Machine, Durable",153.81,3,0.0,53.82,51.27,858931.083
4623,ES-2016-3778678,2016-08-02,2016-08-04,First Class,EB-13930,Eric Barreto,Consumer,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,France,Central,TEC-AC-10002670,Technology,Accessories,"Logitech Mouse, Erganomic",108.36,4,0.0,24.84,27.09,858931.083
4624,ES-2016-3778678,2016-08-02,2016-08-04,First Class,EB-13930,Eric Barreto,Consumer,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,France,Central,TEC-PH-10004583,Technology,Phones,"Motorola Smart Phone, Cordless",1639.089,3,0.15,-154.341,546.36299999999994,858931.083
1237,ES-2016-3791638,2016-06-15,2016-06-20,Second Class,CA-12055,Cathy Armstrong,Home Office,Massy,Ile-de-France,France,Central,OFF-BI-10001124,Office Supplies,Binders,"Ibico Binder Covers, Clear",91.77,7,0.0,6.3,13.11,858931.083
1238,ES-2016-3791638,2016-06-15,2016-06-20,Second Class,CA-12055,Cathy Armstrong,Home Office,Massy,Ile-de-France,France,Central,OFF-ST-10002659,Office Supplies,Storage,"Smead Shelving, Wire Frame",129.6,3,0.1,51.84,43.199999999999996,858931.083
1239,ES-2016-3791638,2016-06-15,2016-06-20,Second Class,CA-12055,Cathy Armstrong,Home Office,Massy,Ile-de-France,France,Central,TEC-AC-10001564,Technology,Accessories,"Logitech Numeric Keypad, Erganomic",397.17,9,0.0,162.81,44.13,858931.083
1240,ES-2016-3791638,2016-06-15,2016-06-20,Second Class,CA-12055,Cathy Armstrong,Home Office,Massy,Ile-de-France,France,Central,OFF-SU-10001657,Office Supplies,Supplies,"Acme Box Cutter, High Speed",113.4,3,0.0,54.36,37.800000000000004,858931.083
1241,ES-2016-3791638,2016-06-15,2016-06-20,Second Class,CA-12055,Cathy Armstrong,Home Office,Massy,Ile-de-France,France,Central,OFF-ST-10001426,Office Supplies,Storage,"Eldon Folders, Single Width",61.236,4,0.1,25.116,15.309,858931.083
1242,ES-2016-3791638,2016-06-15,2016-06-20,Second Class,CA-12055,Cathy Armstrong,Home Office,Massy,Ile-de-France,France,Central,OFF-LA-10000648,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",59.13,9,0.0,23.49,6.57,858931.083
5625,ES-2016-3798841,2016-10-05,2016-10-07,Second Class,HP-14815,Harold Pawlan,Home Office,Boulogne-Billancourt,Ile-de-France,France,Central,OFF-AR-10001291,Office Supplies,Art,"Sanford Canvas, Fluorescent",207.12,4,0.0,76.56,51.78,858931.083
5001,ES-2016-3800712,2016-07-19,2016-07-19,Same Day,LL-16840,Lauren Leatherbury,Consumer,Sant Boi de Llobregat,Catalonia,Spain,South,OFF-BI-10001055,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",18.09,3,0.0,5.58,6.03,287146.68
5002,ES-2016-3800712,2016-07-19,2016-07-19,Same Day,LL-16840,Lauren Leatherbury,Consumer,Sant Boi de Llobregat,Catalonia,Spain,South,OFF-FA-10001026,Office Supplies,Fasteners,"Stockwell Staples, Metal",43.68,4,0.0,16.56,10.92,287146.68
9405,ES-2016-3802742,2016-07-19,2016-07-25,Standard Class,RA-19285,Ralph Arnett,Consumer,Berlin,Berlin,Germany,Central,TEC-AC-10003403,Technology,Accessories,"Enermax Router, USB",698.058,3,0.1,62.028,232.686,628840.0305
9406,ES-2016-3802742,2016-07-19,2016-07-25,Standard Class,RA-19285,Ralph Arnett,Consumer,Berlin,Berlin,Germany,Central,TEC-PH-10004152,Technology,Phones,"Apple Headset, VoIP",330.075,5,0.1,14.625,66.015,628840.0305
9407,ES-2016-3802742,2016-07-19,2016-07-25,Standard Class,RA-19285,Ralph Arnett,Consumer,Berlin,Berlin,Germany,Central,OFF-AR-10000444,Office Supplies,Art,"BIC Highlighters, Blue",34.074,2,0.1,11.334,17.037,628840.0305
9408,ES-2016-3802742,2016-07-19,2016-07-25,Standard Class,RA-19285,Ralph Arnett,Consumer,Berlin,Berlin,Germany,Central,TEC-PH-10003847,Technology,Phones,"Apple Headset, with Caller ID",329.67,5,0.1,18.27,65.934,628840.0305
810,ES-2016-3804736,2016-11-30,2016-12-05,Standard Class,SH-19975,Sally Hughsby,Corporate,Espoo,Uusimaa,Finland,North,TEC-AC-10003172,Technology,Accessories,"Memorex Numeric Keypad, Bluetooth",316.47,7,0.0,94.92,45.21,20704.35
1079,ES-2016-3831961,2016-08-24,2016-08-30,Standard Class,YS-21880,Yana Sorensen,Corporate,Boulogne-Billancourt,Ile-de-France,France,Central,OFF-AR-10000703,Office Supplies,Art,"BIC Pens, Water Color",87.3,5,0.0,35.7,17.46,858931.083
5864,ES-2016-3840924,2016-06-26,2016-06-30,Standard Class,JP-16135,Julie Prescott,Home Office,Paris,Ile-de-France,France,Central,OFF-SU-10003267,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",75.69,3,0.0,19.62,25.23,858931.083
5865,ES-2016-3840924,2016-06-26,2016-06-30,Standard Class,JP-16135,Julie Prescott,Home Office,Paris,Ile-de-France,France,Central,FUR-CH-10002085,Furniture,Chairs,"Novimex Steel Folding Chair, Red",444.042,6,0.1,162.702,74.006999999999991,858931.083
509,ES-2016-3840924,2016-04-21,2016-04-25,Standard Class,FC-14335,Fred Chung,Corporate,Bezons,Ile-de-France,France,Central,OFF-EN-10004970,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint",47.58,2,0.0,5.7,23.79,858931.083
510,ES-2016-3840924,2016-04-21,2016-04-25,Standard Class,FC-14335,Fred Chung,Corporate,Bezons,Ile-de-France,France,Central,TEC-MA-10000946,Technology,Machines,"Panasonic Calculator, Red",201.5775,5,0.15,44.9775,40.3155,858931.083
6437,ES-2016-3846568,2016-06-26,2016-06-30,Standard Class,DB-13405,Denny Blanton,Consumer,Esbjerg,South Denmark,Denmark,North,TEC-CO-10003525,Technology,Copiers,"Sharp Ink, Color",188.775,3,0.5,-11.385,62.925000000000004,8638.053
7356,ES-2016-3863050,2016-03-03,2016-03-05,Second Class,SF-20965,Sylvia Foulston,Corporate,Karlsruhe,Baden-Württemberg,Germany,Central,TEC-PH-10004263,Technology,Phones,"Cisco Signal Booster, with Caller ID",303.66,2,0.0,75.9,151.83,628840.0305
9146,ES-2016-3866726,2016-11-14,2016-11-18,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Trieste,Friuli-Venezia Giulia,Italy,South,OFF-AP-10002476,Office Supplies,Appliances,"Cuisinart Blender, Red",468.93,7,0.0,173.46,66.99,289709.658
5218,ES-2016-3868505,2016-01-17,2016-01-19,Second Class,PN-18775,Parhena Norris,Home Office,Rovigo,Veneto,Italy,South,OFF-AR-10002902,Office Supplies,Art,"Sanford Canvas, Water Color",107.4,2,0.0,0.0,53.7,289709.658
1976,ES-2016-3869925,2016-09-06,2016-09-10,Standard Class,HG-14965,Henry Goldwyn,Corporate,Bagneux,Ile-de-France,France,Central,OFF-AR-10004986,Office Supplies,Art,"Boston Pens, Easy-Erase",101.43,7,0.0,33.39,14.49,858931.083
5304,ES-2016-3874971,2016-08-16,2016-08-23,Standard Class,TM-21490,Tony Molinari,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-SU-10001703,Office Supplies,Supplies,"Fiskars Box Cutter, High Speed",248.64,7,0.0,86.94,35.519999999999996,858931.083
1671,ES-2016-3876252,2016-09-04,2016-09-07,First Class,HM-14860,Harry Marie,Corporate,Ghent,East Flanders,Belgium,Central,TEC-PH-10004241,Technology,Phones,"Cisco Headset, Cordless",182.58,2,0.0,16.38,91.29,49226.7
4845,ES-2016-3876322,2016-09-07,2016-09-09,Second Class,PG-18820,Patrick Gardner,Consumer,Nantes,Pays de la Loire,France,Central,FUR-CH-10003114,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",486.324,3,0.1,135.054,162.108,858931.083
4846,ES-2016-3876322,2016-09-07,2016-09-09,Second Class,PG-18820,Patrick Gardner,Consumer,Nantes,Pays de la Loire,France,Central,OFF-LA-10003217,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",53.28,6,0.0,0.36,8.88,858931.083
8840,ES-2016-3876322,2016-11-17,2016-11-17,Same Day,BT-11530,Bradley Talbott,Home Office,Cournon-d'Auvergne,Auvergne-Rhône-Alpes,France,Central,OFF-BI-10000282,Office Supplies,Binders,"Ibico Binder, Durable",50.94,3,0.0,1.44,16.98,858931.083
4058,ES-2016-3876991,2016-04-27,2016-04-29,First Class,TS-21205,Thomas Seio,Corporate,Lugo,Galicia,Spain,South,OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color",52.86,2,0.0,4.74,26.43,287146.68
4059,ES-2016-3876991,2016-04-27,2016-04-29,First Class,TS-21205,Thomas Seio,Corporate,Lugo,Galicia,Spain,South,OFF-AP-10002735,Office Supplies,Appliances,"Cuisinart Toaster, Black",105.78,2,0.0,38.04,52.89,287146.68
4060,ES-2016-3876991,2016-04-27,2016-04-29,First Class,TS-21205,Thomas Seio,Corporate,Lugo,Galicia,Spain,South,OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue",218.16,5,0.1,7.26,43.632,287146.68
